gid,name_py,name_ch,geom
"1","Anhui","安徽","MULTIPOLYGON(((118.70667162328749 32.61436994794414,118.7023764893619 32.61559099684408,118.70244171415446 32.6154452034177,118.70667162328749 32.61436994794414,118.54833026506563 32.55842479216943,118.64455499608462 32.21349471842919,118.37122156430316 31.955509570064788,118.87496774872474 31.624447199929538,118.70917580699698 31.308817488863852,119.36433672740327 31.305904237425963,119.64338466303448 31.143446717249986,119.45112067176326 30.65634540651927,119.24987232226594 30.621221895765643,119.422319453511 30.385538873389695,118.89130405954997 30.323400913514234,118.75213685168553 29.747078113149435,118.73394192174081 29.719838712917024,118.70668127603699 29.706493758835858,118.08253752334892 29.289819899495196,117.57425355269692 29.03101245746627,117.39472857092083 29.241779441815297,117.3987318905843 29.244865501460566,117.71410568114499 29.55527035641381,117.42537436380903 29.856059183759175,117.15530730562493 29.917364068875116,117.11940183134817 29.718468085302963,116.8249859586299 29.570439789976426,116.65744535527531 29.64756060080863,116.90612176938274 29.951756706084122,116.74362300877362 30.062067265601137,116.14133567776182 29.828576222335794,115.88004667245274 30.591970848781365,115.56470227801653 30.596342234289253,115.55459352302206 30.834040389454728,115.7815948313811 31.093366734303984,115.66950383509435 31.216482878151893,115.90526607743668 31.756206309139074,115.9311002674185 32.57523380510982,115.55670058702253 32.408973637894384,115.19758741078756 32.59738776130739,115.20668413554618 32.85622491531739,114.9016801288669 33.09220730988326,115.29912491115516 33.141925407439594,115.35183221625763 33.50871443534024,115.64388987463427 33.590953368386764,115.65672479543619 34.07180801350051,115.97417452338526 34.00783349717578,116.16757622864935 33.71450597003706,116.64749178938202 33.89649130973305,116.58552437473583 34.28360758216557,116.37009003505999 34.27844131798518,116.2028517870626 34.56154626152216,116.45772396893469 34.90750767815042,117.09989331786053 34.94774405049949,117.47676804942267 34.40672709983333,117.9289345349533 34.68253461422592,118.21748815660027 34.42526199141845,118.41189268045082 34.44296229772218,118.38730073347048 34.18738926848266,118.61376367842507 34.06516158738144,118.27950094490157 33.643563544317594,118.55931486937769 33.30239295963608,118.56271962745227 33.297228982441744,118.57029651385353 33.28571174944108,119.18989577945207 32.83712325243122,119.23756374981139 32.61283774399148,119.08898387576939 32.45831995058907,118.70667162328749 32.61436994794414),(116.57723800842817 31.29247942021668,116.53607181501218 31.289771429403846,116.55958214750632 31.284612571127454,116.57723800842817 31.29247942021668)))"
"2","Fengtian","奉天","MULTIPOLYGON(((121.6115725786057 38.79919037048759,121.6024576086209 38.79850578305124,121.60411347955679 38.80285318431907,121.6115725786057 38.79919037048759)),((121.53792555461189 38.824056267888565,121.53746664107148 38.82178990992075,121.5354489296801 38.82231765266386,121.53792555461189 38.824056267888565)),((121.54704155296355 38.82453290799838,121.54353237734456 38.82494336907891,121.54662388128123 38.8263814608662,121.54704155296355 38.82453290799838)),((121.82499781557853 38.87491495144454,121.81549256380228 38.873710138804434,121.81469347376405 38.883324248504145,121.82499781557853 38.87491495144454)),((121.03843343965616 38.87666400498048,121.03109936378188 38.875974844915866,121.04875940228655 38.88415799853936,121.03843343965616 38.87666400498048)),((121.84171675158736 38.87246111604528,121.82777606024479 38.876673957474175,121.83899192502618 38.9027138487859,121.84171675158736 38.87246111604528)),((121.84355888909305 38.915375122631026,121.83517035742064 38.922222873793764,121.84222706270465 38.92285945594652,121.84355888909305 38.915375122631026)),((120.99785009476508 38.95659900234121,120.98505480882636 38.957440554542075,120.98295679507943 38.96658323117335,120.99785009476508 38.95659900234121)),((121.31900814208035 38.999997114161964,121.31880965953229 39.00686429046599,121.32328891216781 39.004914154439405,121.31900814208035 38.999997114161964)),((123.2247863561595 39.04524564464117,123.21808871354328 39.04569040271023,123.22458016414217 39.04891368881743,123.2247863561595 39.04524564464117)),((122.759727328159 39.03774785909909,122.7414797878049 39.01681328055087,122.71720713815597 39.05013632497078,122.759727328159 39.03774785909909)),((122.83851564047023 39.04871832544675,122.82484018398857 39.052965374534104,122.83734313934956 39.06385761931931,122.83851564047023 39.04871832544675)),((122.88538631847106 39.071671324284836,122.87599501367035 39.05546568004684,122.85797330385293 39.075145909997076,122.88538631847106 39.071671324284836)),((122.80941039562205 39.078531114889536,122.80581299321221 39.07542687075912,122.7891083067207 39.08305723762314,122.80941039562205 39.078531114889536)),((122.82797952368671 39.08043773059351,122.81969481575253 39.0769034345422,122.8113049570838 39.08535866384091,122.82797952368671 39.08043773059351)),((123.18455364518451 39.09836975519117,123.15071603991356 39.038852188807304,123.1394558746592 39.10066919641866,123.18455364518451 39.09836975519117)),((121.18124137656363 39.09704454740489,121.1590416320817 39.09581237146441,121.17488817389679 39.103680983848044,121.18124137656363 39.09704454740489)),((121.23737731208459 39.109147109247814,121.22749908420613 39.112819998730956,121.23896245693814 39.115331639935675,121.23737731208459 39.109147109247814)),((121.62459685704174 39.16385735202534,121.61781528734237 39.16355407620588,121.61641870166528 39.17155370517156,121.62459685704174 39.16385735202534)),((122.42187175108027 39.17429980232711,122.40136786163049 39.18206844829035,122.41700252866677 39.18320458384614,122.42187175108027 39.17429980232711)),((121.58303382207181 39.19013502508017,121.57593133163923 39.2013333038533,121.58671900887688 39.196083365558884,121.58303382207181 39.19013502508017)),((121.45265203720017 39.21336005400035,121.47070889392064 39.212247088345755,121.48654960785544 39.19569794254473,121.45265203720017 39.21336005400035)),((122.31838217542284 39.207810424966,122.30204723054797 39.206995227396256,122.31352756368553 39.213569854191945,122.31838217542284 39.207810424966)),((121.50143666648711 39.20122941053582,121.49297326802308 39.208744342924234,121.51160892628997 39.216250402083666,121.50143666648711 39.20122941053582)),((122.41384846749625 39.22066156226962,122.38966002142035 39.201781963937165,122.4008126896078 39.16984648718082,122.32260946520103 39.16909941796942,122.41384846749625 39.22066156226962)),((122.750428815358 39.227065586064846,122.74396875492427 39.22646040619241,122.74862995716909 39.23092028095487,122.750428815358 39.227065586064846)),((122.60666110207903 39.21448832319067,122.5936467693972 39.221103676770674,122.61618485287522 39.231469232619034,122.60666110207903 39.21448832319067)),((122.79052151084568 39.238380180492385,122.81369051612197 39.23258862735719,122.77588029096427 39.23103550931317,122.79052151084568 39.238380180492385)),((122.45336857631108 39.23386297678973,122.42476680545474 39.23295222904441,122.44643873680695 39.24284415470293,122.45336857631108 39.23386297678973)),((122.77096986719762 39.23806589258286,122.76683022619495 39.23805071150967,122.76470799554953 39.24444868507743,122.77096986719762 39.23806589258286)),((122.55583215490859 39.244811481374335,122.51563553567014 39.22795381539385,122.49613193007991 39.24333238244487,122.55583215490859 39.244811481374335)),((122.74755673665665 39.25150409779395,122.7058366768546 39.210775913544154,122.6310434256524 39.24075728365221,122.74755673665665 39.25150409779395)),((122.81912442737412 39.25476657516768,122.81285585974544 39.26167416379308,122.81817657687763 39.26232714061158,122.81912442737412 39.25476657516768)),((121.59112045488008 39.26637516845302,121.58546689613114 39.267302246723645,121.59030367320942 39.274849405297005,121.59112045488008 39.26637516845302)),((122.46270967902949 39.26384613283135,122.42406693285882 39.27375648503116,122.4447876114049 39.276977436782666,122.46270967902949 39.26384613283135)),((123.06388083041155 39.283764056985085,122.99411211582486 39.26107150318773,123.01198996079918 39.28277623897979,123.06388083041155 39.283764056985085)),((122.5537756587509 39.311910178322826,122.69654714921111 39.277833082599706,122.50050593944486 39.30936455103787,122.5537756587509 39.311910178322826)),((121.69099960516529 39.31222029744455,121.6984850165968 39.29832412672766,121.67524785811806 39.31487994677252,121.69099960516529 39.31222029744455)),((121.5603954524673 39.32088376288417,121.55583265454196 39.32650453880059,121.56454812230133 39.33056885434017,121.5603954524673 39.32088376288417)),((121.49774512699798 39.358039955675245,121.49083781317113 39.36191773408566,121.50026452700432 39.36309537760256,121.49774512699798 39.358039955675245)),((121.7586936221784 39.37354217693415,121.74422021656686 39.38585182105,121.754857175263 39.38783025217765,121.7586936221784 39.37354217693415)),((123.0948694994554 39.44193105109508,123.06431836324084 39.45724092671463,123.10482917685768 39.45359822522606,123.0948694994554 39.44193105109508)),((123.10206823524199 39.47482473381147,123.09707631553128 39.471276157946946,123.09643442030222 39.48247788480795,123.10206823524199 39.47482473381147)),((123.08765000705723 39.480897324648815,123.0841141161333 39.4816215742148,123.08737101909088 39.48300693470145,123.08765000705723 39.480897324648815)),((123.08905229756404 39.49096272226526,123.08887544282432 39.48910805664441,123.08733331087056 39.490098595334466,123.08905229756404 39.49096272226526)),((123.1006705837522 39.504471686837505,123.09814296540287 39.50581491237402,123.10021617017959 39.50626426112933,123.1006705837522 39.504471686837505)),((123.07304438789828 39.49255521488293,123.06380359153404 39.499354179944206,123.06937642034949 39.51403136350911,123.07304438789828 39.49255521488293)),((121.4164025443871 39.507296269471155,121.41100506972543 39.510533311598294,121.4155866556017 39.51527568717708,121.4164025443871 39.507296269471155)),((123.11902266574707 39.51311123760424,123.11105031405447 39.511625992508705,123.10836146658905 39.51729841471172,123.11902266574707 39.51311123760424)),((123.05386506924131 39.53640200705114,123.05356688956978 39.53411983664522,123.05145930120307 39.534611332403564,123.05386506924131 39.53640200705114)),((122.98645812397841 39.555220906099535,123.04235300674476 39.539978415625576,122.98150180547576 39.50453496712335,122.98645812397841 39.555220906099535)),((121.24886442470151 39.560409970179535,121.24085301301491 39.5594908527356,121.26106278965148 39.579498849355836,121.24886442470151 39.560409970179535)),((121.56732717048864 39.60505580125426,121.56697218975643 39.60756820599078,121.57110871149875 39.607843989583365,121.56732717048864 39.60505580125426)),((121.58082535690119 39.611100822147264,121.57666745653822 39.611089011657846,121.58076659722758 39.613387929206574,121.58082535690119 39.611100822147264)),((121.54932477760599 39.6163396119494,121.54518822666655 39.61713037503127,121.54629450129181 39.61968430924306,121.54932477760599 39.6163396119494)),((121.55538050083513 39.62153626788459,121.55036633554758 39.621634361040684,121.5517320123168 39.62579063492197,121.55538050083513 39.62153626788459)),((121.5450123540956 39.623764538549935,121.54149737789606 39.62319533258042,121.53962621249316 39.62725235549274,121.5450123540956 39.623764538549935)),((121.55072748770894 39.630339414959856,121.54742167943894 39.632762533218965,121.55063026891216 39.63399759957073,121.55072748770894 39.630339414959856)),((123.05755771691636 39.648993023458345,123.05452734453442 39.654498290036486,123.06172357206673 39.65059068040152,123.05755771691636 39.648993023458345)),((121.51449783371399 39.653062399204394,121.52211978150197 39.643868411105885,121.5058584728949 39.65543068673451,121.51449783371399 39.653062399204394)),((123.0485762783857 39.64951065207858,123.03748811356839 39.64895115036885,123.03682704611464 39.6576513142899,123.0485762783857 39.64951065207858)),((121.46863026336075 39.65908064506409,121.44952194429109 39.52559592210312,121.23561722371309 39.52497885065498,121.46863026336075 39.65908064506409)),((121.50724821984241 39.69022109910702,121.50069963021143 39.69129149683953,121.50323409866377 39.69612149745428,121.50724821984241 39.69022109910702)),((123.3352564930427 39.756542922679586,123.3281371253557 39.759360199976065,123.33464777942056 39.76247740195524,123.3352564930427 39.756542922679586)),((123.5622852571321 39.763040279224285,123.55666854444378 39.76138968168905,123.55430786324645 39.76526162315726,123.5622852571321 39.763040279224285)),((123.76252290221612 39.75937327996376,123.71294775935526 39.7477044979341,123.74161611506864 39.77007656543787,123.76252290221612 39.75937327996376)),((123.30582622028571 39.76593918054896,123.2968629157726 39.768022318976456,123.30252428700241 39.77188538086343,123.30582622028571 39.76593918054896)),((123.60574311478027 39.7672421229222,123.59921385612256 39.76928192635646,123.60664021556056 39.77295983895781,123.60574311478027 39.7672421229222)),((123.58472225938273 39.78100390501695,123.57881697831532 39.77908147836518,123.57764180993475 39.781344839260136,123.58472225938273 39.78100390501695)),((123.83142076908709 39.796999355857835,123.81223943104675 39.795142811797795,123.82790316845175 39.80268193095499,123.83142076908709 39.796999355857835)),((120.83482088103203 40.52446490159966,120.84966671557973 40.49314892722111,120.79171211794798 40.48268517748472,120.83482088103203 40.52446490159966)),((121.91043906500106 40.87623979073568,121.90830399715713 40.82528658628686,121.86234627097521 40.86813708536444,121.91043906500106 40.87623979073568)),((121.85006670753724 40.89621518953174,121.87265732791896 40.89019194075112,121.8464649466981 40.88944797417139,121.85006670753724 40.89621518953174)),((121.96063280036675 40.93398893983739,121.94410119336793 40.91384531966724,121.94292910764341 40.930845059940516,121.96063280036675 40.93398893983739)),((121.86990825227723 40.913085273581366,121.85661698231426 40.91499140791486,121.86239363570283 40.940185988590784,121.86990825227723 40.913085273581366)),((121.73998240066315 40.95679141749577,121.75632945173331 40.95546521903111,121.75543524710378 40.94489941032348,121.73998240066315 40.95679141749577)),((121.8405771152902 40.9492270698824,121.83357879681651 40.93766789362754,121.82751068633456 40.96577989956046,121.8405771152902 40.9492270698824)),((121.86452581431757 40.951650497675885,121.85543876891171 40.942315901807895,121.87298222499743 40.965880079304505,121.86452581431757 40.951650497675885)),((121.80177124190509 40.96462917213605,121.78130425083873 40.96506257962271,121.79362022447508 40.97328167815572,121.80177124190509 40.96462917213605)),((121.7644635275703 40.96268461047089,121.75086540314174 40.974230644846656,121.77047287459398 40.969443207627315,121.7644635275703 40.96268461047089)),((121.73904567486676 40.969413877564904,121.73872651598268 40.977442992388355,121.74906175835727 40.969402910760664,121.73904567486676 40.969413877564904)),((121.92083671213048 40.964457527930996,121.90275776870912 40.966302863421866,121.91541236271145 40.97795195235031,121.92083671213048 40.964457527930996)),((121.84725513750422 40.97227054398311,121.84148544868056 40.97237780132684,121.86724495545373 40.98467872586149,121.84725513750422 40.97227054398311)),((121.88051349554108 40.98245478587841,121.84330937856927 40.96821511454755,121.88032244823717 40.993143319641725,121.88051349554108 40.98245478587841)),((121.78668482616048 40.98304775786367,121.7623163197037 40.98581835890963,121.7671075112123 40.99943104529709,121.78668482616048 40.98304775786367)),((121.80475620976544 40.99124198431711,121.79509878501463 40.99279674670468,121.80958181754744 41.00430777954418,121.80475620976544 40.99124198431711)),((121.79417919867699 41.008613235226804,121.77461936932689 41.00897560252874,121.7866418212239 41.02847491784705,121.79417919867699 41.008613235226804)),((120.32441372448493 46.76772327186903,122.2741563403764 46.40659610089347,123.01195610911167 46.457170209997116,123.52706299238235 46.06052055461279,123.67962231902972 45.65876364483018,124.20524865047906 45.38096448036822,123.50605595594124 44.96174281726844,123.56023368213894 44.68673861389952,123.11337156252792 44.521884759464285,123.79147780558947 44.00544631404349,124.53558434686393 44.05441646830312,125.30371909127133 43.702872813972185,124.41984435409597 43.0698222699469,124.41419625032121 43.06465507302085,124.39983623277286 43.05556204590003,124.36503124260929 43.02601790974115,124.35117505853721 43.01806924449675,124.34473909807414 43.011993169180094,124.0510743892653 42.69658435960621,124.18272351285547 42.629830718055985,125.16096138856697 43.23426517328443,126.03746835408627 42.78758337328386,126.6565208694861 42.73423478999264,126.7529222377753 42.679564237855544,126.52713037181243 42.280143372714235,126.71182481368044 42.137088227758014,127.23018717592984 42.193988580094654,127.26122165874754 42.3471409216699,127.03056643142818 42.378510356493706,127.22546343326366 42.642772896768825,127.22453663822009 42.63752035160882,127.46689366319806 42.56987191891505,127.73379795656021 42.82664348158315,127.93337596574946 42.67854741837545,127.94982402968854 42.6708902162403,127.9684076574415 42.65711930607607,127.99202463302461 42.64509441328763,127.9938766571797 42.647622070078356,128.00313383787386 42.66031510097528,128.00517673142983 42.65885881605833,128.0053149797551 42.63556741835984,128.00431638743692 42.632537382536626,128.63752853585532 42.61423071802651,128.7082884982654 42.30474834462015,128.40853021177472 42.22243270357997,128.4677283188725 42.01990398207357,128.07422471316426 41.97863562905114,128.32435232274668 41.59322235854721,128.1200843211109 41.37106006117473,127.26091945205418 41.48615870573392,126.95428331704886 41.813622573429946,126.68872129936898 41.751667781694735,126.5430097799958 41.367142692336856,126.03084156237139 40.90902119941172,124.90753033263294 40.48542676895606,124.37918486225293 40.100114814239305,124.2783564029366 39.82605135065655,123.24878498114616 39.82531609628462,123.28891574961926 39.703808987575115,123.00404440110663 39.72299377600659,122.23832658198123 39.352286114019705,122.0730440375801 39.071411298547034,121.83867285230109 39.046981197611956,121.90580121312493 38.9683175961501,121.71475182585304 39.06066107311325,121.59578569894884 38.95172256157209,121.70631830481534 38.87243551599905,121.19640705882372 38.72807133117388,121.11675267447461 38.784297382063286,121.11010534053791 38.94185737657782,121.67777385057259 39.09513623859487,121.60205956494494 39.27938626475619,121.65328892635323 39.2752249447003,121.73908518765796 39.306986876698126,121.76591197902817 39.379701491021216,121.93652476323442 39.40344189380196,121.25267685803342 39.400663646557696,121.6017368254757 39.60899145332876,121.48230366552856 39.818484889570186,121.91139662453897 40.007428450774164,122.30068488291269 40.468613440911845,121.97277594530946 40.79949189379956,121.98444052121285 40.968590082319245,121.80052842769463 41.065719493236216,121.62059204980574 40.86919310582408,121.23251600916016 40.98061833823492,120.46788089776432 40.20203145885339,119.850558387097 39.9982649332315,119.85339949497497 40.05300934984511,119.85057302874118 40.055335361496475,119.85081375975452 40.06379364218492,119.80242819173554 40.33622112616795,120.14890384318103 40.58844138871932,120.1541877928658 40.59668252379682,120.16233622590896 40.60961656862042,120.59559244196785 41.098886748218,120.59674141268803 41.10114144432039,120.59955169278493 41.103864578306705,120.6018547080139 41.11114714023032,121.26687252213755 41.80053670660233,121.83697744726273 41.78974590750736,122.43459894294746 42.13749092386348,121.91829519334733 42.60710481696053,121.92446053724547 42.61038945055627,121.91974915069798 42.6146842222818,121.91098721039482 42.623003693938976,121.92325790127433 42.63213533163281,121.91794414892613 42.63549534018209,122.2053258294675 42.73690312152298,121.67731447879187 43.24418976965511,122.12458004479035 43.21455123153639,122.74357422404186 43.391061765519105,122.98865834604644 43.64580956336683,123.51579058976816 43.60210046930995,123.3931042434551 44.166501077937276,123.00401462095188 44.485009446509856,122.76006941532064 44.25429923319539,121.95071943762947 44.327430491332336,120.56021015150864 45.365260110425886,120.50705725353042 45.46712142146052,121.02388852364024 45.72299685634752,119.85161990255702 46.0037620769759,119.8981377783386 46.47931128674248,120.16937890877848 46.715666227426404,120.3063989256612 46.7687373902356,120.32441372448493 46.76772327186903),(125.14115401103962 42.062180533090604,125.18505025815287 42.05581875599622,125.09198307866365 42.069202758605236,125.14115401103962 42.062180533090604),(121.53561154881825 40.91306300351867,121.54762044988868 40.908002787956384,121.52210859576736 40.91902474319125,121.53561154881825 40.91306300351867),(121.48902355074635 39.41732159580887,121.4655329708797 39.42976202879439,121.46829778074843 39.416254350134516,121.48902355074635 39.41732159580887),(121.61816667786464 39.25239382749027,121.61475133978908 39.25878628576325,121.6146294752385 39.25168247423059,121.61816667786464 39.25239382749027),(121.1340867261397 38.88534368933021,121.12853704604981 38.89310559033555,121.12784840085591 38.88691614372206,121.1340867261397 38.88534368933021),(121.53133354866372 38.828268621780005,121.53078012808297 38.8303624086309,121.52776612819703 38.82872636687645,121.53133354866372 38.828268621780005)))"
"3","Fujian","福建","MULTIPOLYGON(((117.136830423141 23.465130509807736,117.08163888486732 23.41313432240495,117.13742378046902 23.48881097374008,117.136830423141 23.465130509807736)),((118.26131778781667 24.456208596096936,118.27285286027873 24.4253053558609,118.22311873846849 24.413320757057203,118.26131778781667 24.456208596096936)),((117.8269633832124 24.461107563308765,117.8932033761187 24.433435412583076,117.84568900871231 24.43680246587132,117.81498265773841 24.465714306104417,117.8269633832124 24.461107563308765)),((117.87545450865268 24.480695874832637,117.91652872159545 24.43560323930746,117.8186348166957 24.47216891054249,117.87545450865268 24.480695874832637)),((118.42174440104735 24.53031794221355,118.4647489769936 24.41816661636272,118.29049903945824 24.417022081463944,118.42174440104735 24.53031794221355)),((118.1283888107039 24.55485979014224,118.20374903351491 24.53281527430071,118.14087496432258 24.428857499575827,118.1283888107039 24.55485979014224)),((119.16337031115415 25.10187291121633,119.12686606363137 25.028467854096025,119.11460116889776 25.08229382194638,119.16337031115415 25.10187291121633)),((119.48111076119383 25.2479953148812,119.55539586716306 25.169171914653663,119.45052026663893 25.208844902036553,119.48111076119383 25.2479953148812)),((119.77561874629293 25.641560365837538,119.89284759925305 25.57282096659836,119.7630315564141 25.39594012521698,119.77561874629293 25.641560365837538)),((119.65760330250677 26.07017219733801,119.54915230539146 26.084105136189905,119.60596745322648 26.131437843680626,119.65760330250677 26.07017219733801)),((120.35944187305554 26.975210104168312,120.40372435131617 26.9380756961047,120.33526535617077 26.946927172449197,120.35944187305554 26.975210104168312)),((118.75888555245966 28.26164591437878,118.91919293399921 27.466092624274815,119.25818316541437 27.42964548679521,119.57086402202052 27.68239546936527,119.77626551250651 27.31291478203082,120.26926944914236 27.430159826102653,120.26965620130814 27.42602999726374,120.26971930654977 27.42407983913497,120.26978239053226 27.422129671788888,120.27041363939666 27.418460789012194,120.27154996295266 27.41502308251904,120.27270154414177 27.411355862803028,120.27485596303417 27.408379610656585,120.28047471525677 27.402208736344928,120.28472776923374 27.398332712202624,120.28887970694984 27.397903351224,120.30276755812366 27.39971403749821,120.30764124771387 27.400744609006235,120.31171668019842 27.402232181983106,120.32838896533727 27.412717956064363,120.32998067505362 27.410948429485217,120.33041539813489 27.409362516345983,120.33085000822076 27.40777282338476,120.33041754938601 27.40499845215974,120.34536947290877 27.403578496389333,120.34844107678434 27.403931619185702,120.35128557443296 27.40358517057881,120.37907098404924 27.33332903493433,120.38579092177267 27.324438089328577,120.40366036321902 27.305699729523376,120.40551511650924 27.304104571412108,120.40872620455762 27.300224149542434,120.43078299313686 27.258316270599135,120.42798017403624 27.25755878538956,120.42362011507926 27.25724027569892,120.42078213260007 27.257417727649052,120.4177196896902 27.256684560293753,120.41515216842235 27.256419412305714,120.41109702313415 27.25385456263577,120.41101370389332 27.247421028858003,120.42097895868798 27.22273695397594,120.41983999731615 27.21743622827528,120.41860287266127 27.21580836487651,120.41764816885765 27.21304231086,120.41744981163257 27.210972223597746,120.42453091257724 27.19754011699782,120.42850443272168 27.19349367558888,120.43272509727173 27.18946713559033,120.43566439079277 27.18541931127071,120.43961936535837 27.181412170906036,120.44493846523446 27.175054569640064,120.19750839535519 27.282218847904513,120.45335497084595 27.157221452226832,120.04094468991512 26.878048471714283,120.14661678670412 26.80407038895851,120.146100492637 26.65532906836788,119.89702014375347 26.52021779720531,119.85542252077938 26.591430120325747,119.9615050814671 26.616714701783003,120.08623250984407 26.808934073171134,119.93351552363755 26.79134860834065,119.87710298334706 26.651191154882685,119.85580912094886 26.864299692447556,119.74125645482765 26.707592622783555,119.56394547281415 26.762450505254836,119.83935196760326 26.45342473126125,119.57663794349773 26.485673928919827,119.69489076203973 26.31610344033129,119.96556966488673 26.37554296285078,119.52235013381969 26.08664746823466,119.72444655852601 26.01918933388717,119.44627862520214 25.64615817527744,119.61372333931357 25.59859076185014,119.6505676317631 25.34705694270434,119.33065096550052 25.624926124014166,119.35383381360991 25.440041156764167,119.29904169542273 25.58414371746056,119.13486894203352 25.40507252043467,119.37408668579737 25.25537715070653,119.14762345655912 25.270416892548305,119.11392605682761 25.11610691654551,119.07476009129196 25.292992579585025,118.8775605713692 25.25020057095013,119.03338394732691 24.96575770770325,118.72779685462787 24.85200944965363,118.66789048002698 24.9850312123439,118.63113555103159 24.818062609543816,118.79282119630892 24.782524727973595,118.66138627555509 24.563213369725858,118.43692440346085 24.73926628792177,118.24987451030694 24.54726545077428,118.1737807999967 24.69757641921879,118.05072943883326 24.45291503002735,117.8004605686261 24.500149966728706,117.78805667027846 24.479410760914146,117.8423422876832 24.43624046968195,117.90754754671923 24.40889932784784,117.91308221575821 24.378873082190704,118.07493982246656 24.41461386558443,118.0307018381728 24.335790081327936,118.10894149131965 24.363667628226455,118.14991202054756 24.27557361699495,117.76060785685509 23.908123362393376,117.72026393238755 24.0486275311414,117.60195594445612 23.725968334534013,117.60921704219527 23.890195209590786,117.3976214683422 23.94768367106806,117.54654688066489 23.741117619966232,117.44991758288096 23.58405466985264,117.32542600855606 23.575672879899628,117.40687989774842 23.794308027731137,117.20143494561921 23.624903595998195,116.97556210780184 23.907683620859483,116.80419809461993 24.68084906820264,116.52621787306076 24.612668661500326,116.40036280083422 24.878108810708305,115.8883720056386 24.93867587872375,116.13717985281124 25.86472774820195,116.49416709825137 26.1167997875065,116.40586653814434 26.274944375994924,116.64315749958722 26.47410128970922,116.55512392240185 26.84601781772174,117.17421910126502 27.279749986098373,117.02382289765757 27.65670548994263,117.52927261536995 27.994435380147575,117.73901133502865 27.809688075246264,117.99826429200068 27.98676977011558,118.00301458792023 27.989761439900576,118.34833182617453 28.099067632406893,118.4358103379298 28.295472774177444,118.75888555245966 28.26164591437878),(117.66858140227002 26.058973735674446,117.65975152292204 26.04620153079995,117.66338344362836 26.051208283309556,117.66858140227002 26.058973735674446)))"
