ID,vol,author,add1,x,y,,
1016,,謝端,遂寧,105.81228,30.19446,,
1019,,俞希魯,丹徒,119.44429,32.20649,,
1020,,胡應，,長洲,120.61862,31.31271,,
1021,,胡元塏,金溪,116.77,27.92,,
1024,,劉致,寧鄉,111.18812,37.3396,,
1025,,郭畀,丹徒,119.44429,32.20649,,
1027,,釋祖銘,奉化,121.40691,29.65166,,
1029,,酈恒亨,會川,102.2201,26.6606,,
1034,,宋本,大都,116.46,39.92,,
1035,,李存,安仁,116.90326,28.40443,,
1037,,吳師道,蘭溪,119.47885,29.20445,,
1039,,朱震亨,義烏,120.07162,29.30009,,
1040,,曾巽申,永豐,118.19136,28.43847,,
1042,,劉廷直,保定,116.36626,39.00622,,
1044,,劉道真,汝南,114.21797,32.99333,,
1046,,王載,建安,118.32378,27.03886,,
1053,,趙衡正,嘉祥,116.34298,35.40069,,
1059,,蕭元澥,奉化,121.40691,29.65166,,
1066,,林昉,黄巖,121.27,28.64,,
1070,,李執中,大都,116.46,39.92,,
1072,,孔文聲,平陽,120.55644,27.67572,,
1077,,李崇德,醴陵,113.4941,27.66852,,
1078,,朱融,管城,113.64131,34.75808,,
1079,,林元,棲霞,120.82707,37.30238,,
1081,,張思敬,襄陵,111.39649,36.02399,,
1082,,鞠孝恭,牟平,121.58773,37.37655,,
1086,,崔允,代州,112.94904,39.06039,,
1089,,苑徹孫,泰寧,117.15911,26.89848,,
1090,,陳覺富,江夏,114.30666,30.57367,,
1091,,張思温,襄陵,111.39649,36.02399,,
1093,,曹大本,鄆城,115.93501,35.60506,,
1096,,李敬祖,昌樂,118.83671,36.70358,,
1100,,柴潛道,襄陵,111.39649,36.02399,,
1102,,洪國瑞,壽昌,119.21964,29.36959,,
1106,,賈庸貴,古并,112.53,37.87,,
1110,,林轅,三山,119.3,26.08,,
1112,,周弼,松江,121.48,31.22,,
1115,,沈德章,錢塘,120.16862,30.29412,,
1118,,宛溟,睢陽,115.64607,34.44766,,
1119,,敖繼公,長樂,119.51884,25.95984,,
1120,,王振,大名,115.13826,36.24564,,
1121,,張輅,保定,116.36626,39.00622,,
1123,,毛莊,大都,116.46,39.92,,
1125,,張晏,沙河,114.35181,36.88463,,
1130,,馮復,信都,115.56381,37.56598,,
1131,,董鼎,鄱陽,116.66383,28.99417,,
1134,,李揆,高陵,109.08048,34.53332,,
1135,,曹質,臨邑,116.85932,37.19032,,
1138,,張日新,武昌,114.87991,30.40272,,
1140,,王宗克,懷寧,117.03468,30.5123,,
1142,,釋懷言,桐城,116.93861,31.05228,,
1144,,周忠厚,邳州,117.87732,34.11921,,
1147,,李承宗,高平,112.91959,35.79206,,
1148,,何文淵,河南,112.38263,34.66528,,
1149,,鮑元蒙,黟縣,117.93021,29.93312,,
1150,,白鐸,真定,114.56364,38.14011,,
1152,,許國,東平,125.52363,42.66988,,
1153,,鮑思義,海寧,120.5375,30.40628,,
1154,,卓琰,三山,119.3,26.08,,
1155,,周極,寧鄉,111.18812,37.3396,,
1156,,周應極,鄱陽,116.66383,28.99417,,
1159,,張寧,浦城,118.53626,27.92469,,
1163,,徐之祥,德興,117.58012,28.95341,,
1166,,文坤,蒼溪,105.93304,31.7431,,
1169,,蕭立夫,吉水,115.13225,27.21437,,
1172,,宋文瓚,裕州,112.99251,33.26008,,
1173,,陳堅,錢塘,120.16862,30.29412,,
1174,,周文英,常熟,120.73379,31.64658,,
1175,,陶鑄,沔陽,113.2366,30.18954,,
1177,,張恒,汝南,114.21797,32.99333,,
1178,,張天英,永嘉,120.65322,28.01829,,
1179,,李恕,廬陵,114.97128,27.10324,,
1180,,李質,金壇,119.57062,31.74698,,
1183,,吳善,安仁,116.90326,28.40443,,
1184,,李有,平陽,120.55644,27.67572,,
1185,,釋大訢,南昌,115.89772,28.6749,,
1186,LL第三十六册,李孝光,樂清,120.95769,28.13068,,
1188,,張起巖,歷城,117.00149,36.65013,,
1189,,袁緯,鎮陽,113.37,38.01,,
1190,,張天祐,金華,119.64992,29.10471,,
1192,,江愷,新安,115.92821,38.92518,,
1193,,劉學海,眉山,103.83146,30.0505,,
1195,,高書訓,太原,112.56483,37.87375,,
1197,,口口龍,湖州,120.09931,30.86496,,
1199,,劉大彬,錢塘,120.16862,30.29412,,
1200,,孟夢恂,黄巖,121.27,28.64,,
1201,,偰文質,高昌,89.5878,42.7987,,
1203,,張光祖,霍邑,111.72808,36.56382,,
1204,,祝蕃,貴溪,117.20227,28.2879,,
1205,,許有孚,湯陰,114.35,35.92,,
1206,,潘伯修,黄巖,121.27,28.64,,
1207,,劉安仁,堂邑,115.77485,36.48784,,
1208,,毛元慶,廬陵,114.97128,27.10324,,
1211,,張與棣,貴溪,117.20227,28.2879,,
1212,,吳垚,南昌,115.89772,28.6749,,
1216,,商琥,濟陰,115.28286,34.99095,,
1218,,陽恪,巴川,106.21226,29.86247,,
1220,,熊忠,武陽,108.91045,24.95324,,
1221,,李華,仙居,120.73346,28.85221,,
1226,,黄逸民,冠州,115.43623,36.47313,,
1227,,柳誠,西河,111.77903,37.2634,,
1228,,釋如瑩,餘杭,119.9406,30.27177,,
1232,,夏榮,南昌,115.89772,28.6749,,
1233,,黄貴仁,南昌,115.89772,28.6749,,
1234,,李寓,澧州,111.75699,29.64015,,
1235,,周巽子,象山,121.86618,29.47443,,
1238,,徐朝直,番禺,113.25607,23.13462,,
1243,,賈景嚴,榆社,112.96366,37.07094,,
1245,,王士貞,河内,112.92,35.08,,
1247,,葉林（,錢塘,120.16862,30.29412,,
1248,,黄應紫,泰寧,117.15911,26.89848,,
1257,,黄淵（,莆田,119.0111,25.43395,,
1261,,李京,河間,116.08553,38.4357,,
1267,,俞師魯,婺源,117.84459,29.24473,,
1268,,釋洪開,桐城,116.93861,31.05228,,
1269,,釋懷言,桐城,116.93861,31.05228,,
1275,,彭元龍,南昌,115.89772,28.6749,,
1277,,釋廣鑄,蒙城,116.55575,33.26864,,
1278,,彭埜,南豐,116.52993,27.21431,,
1279,,郭秉仁,鄭縣,109.75989,34.51963,,
1282,,舒叔獻,寧海,121.42555,29.28362,,
1283,,孫文通,汾西,111.56273,36.65054,,
1284,,王天利,壺關,113.19962,36.1135,,
1288,,戴起宗,集慶,118.78,32.04,,
1290,,釋寶口,建康,118.78,32.04,,
1297,,王良弼,新鄭,113.71909,34.39732,,
1302,,周耘,象山,121.86618,29.47443,,
1303,,羅振文,安福,114.60845,27.38246,,
1304,,釋覺岸,烏程,120.09931,30.86496,,
1307,,黄向,句章,121.16,30.04,,
1309,,黄鎮成,邵武,117.4834,27.33769,,
1311,,李習,當塗,118.48344,31.55568,,
1313,,李粲,永豐,118.19136,28.43847,,
1314,,俞鎮,崇德,120.41874,30.53045,,
1316,,吳繹,信都,115.56381,37.56598,,
1318,,洪震老,淳安,118.96516,29.61229,,
1319,,姜元佐,禹城,116.65119,36.94436,,
1320,,況逵,廬江,117.28835,31.25336,,
1321,,鄒維新,莒州,118.83442,35.58189,,
1322,,袁遵道,沛縣,116.92695,34.738,,
1323,,陳賓道,上黨,113.10348,36.18354,,
1328,,方君玉,饒州,116.66383,28.99417,,
1330,,汪可孫,績溪,118.58411,30.07777,,
1332,,伶思賢,豫章,115.89772,28.6749,,
1333,,沈明仁,歸安,120.09931,30.86496,,
1339,,葉峴,青田,120.28816,28.14388,,
1341,,董朝宗,餘干,116.682,28.69155,,
1342,,董慶隆,邢臺,114.49426,37.06636,,
1344,,王弁,長安,108.90698,34.24642,,
1345,,謝偉,樂平,113.6968,37.60836,,
1346,,吳天瑞,永豐,118.19136,28.43847,,
1349,,饒抃,新城,115.98756,39.24595,,
1352,,段禧,齊河,116.77944,36.70007,,
1353,,賈彝,房山,115.98472,39.71048,,
1356,,釋祖瑛,四明,121.56,29.86,,
1361,,李嗚鳳,浚儀,114.34333,34.78548,,
1363,,楊剛中,上元,118.76899,32.05256,,
1365,,胡相,績溪,118.58411,30.07777,,
1367,,王履,昌元,105.70798,29.43878,,
1370,,楊學文,眉山,103.83146,30.0505,,
1379,,胡公復,介休,111.91216,37.02647,,
1383,,湯彌昌,吳縣,120.61862,31.31271,,
1384,,韓鏞,濟南,117,36.65,,
1387,,張衍,金華,119.64992,29.10471,,
1388,,廖成大,臨江,132.51399,47.65361,,
1389,,潘東明,鄱陽,116.66383,28.99417,,
1390,,潘宗埜,濠州,117.64022,32.90163,,
1392,,趙文昌,濟南,117,36.65,,
1393,,杜蕭,保定,116.36626,39.00622,,
1396,,趙居仁,清苑,115.50209,38.8557,,
1401,,裴憲,長安,108.90698,34.24642,,
1405,,趙鳳儀,汴梁,114.35,34.79,,
1406,,陳旅,莆田,119.0111,25.43395,,
1409,,劉鶚,永豐,118.19136,28.43847,,
1410,,偰處約,高昌,89.5878,42.7987,,
1411,,白居敬,登封,113.02462,34.45582,,
1412,,郭養德,福安,119.64677,27.08866,,
1414,,唐泳涯,嘉興,120.7532,30.76747,,
1415,,李午,饒州,116.66383,28.99417,,
1417,,佟復,東平,125.52363,42.66988,,
1421,,張樞,金華,119.64992,29.10471,,
1422,,鄭元祐,遂昌,119.26347,28.58789,,
1424,,許飛,婺源,117.84459,29.24473,,
1427,,葉知本,嘉興,120.7532,30.76747,,
1428,,鄭方大,建昌,115.76182,29.08783,,
1430,,鄭介夫,開化,118.40488,29.14485,,
1432,,程樞,婺源,117.84459,29.24473,,
1433,,吳克恭,昆陵,119.95,31.79,,
1438,,馬道貫,東陽,120.22798,29.26057,,
1439,,王居實,太原,112.56483,37.87375,,
1443,,方希愿,昌江,113.70069,28.62296,,
1444,,許應祈,宜興,119.81438,31.36364,,
1451,,張淳,南樂,115.19762,36.07747,,
1457,,宇文公諒,吳興,120.1,30.86,,
1458,,吕思誠,平定,113.62227,37.80204,,
1459,,陳植,永豐,118.19136,28.43847,,
1460,,劉子青,奉化,121.40691,29.65166,,
1462,,李師道,高郵,119.43733,32.79071,,
1468,,孟泌,陵州,104.1521,30.0041,,
1470,,朱文霆,莆田,119.0111,25.43395,,
1472,,李朝瑞,茶陵,113.55217,26.80198,,
1477,,王詵,婺源,117.84459,29.24473,,
1478,,項棣孫,麗水,119.91301,28.44873,,
1479,,釋梵琦,象山,121.86618,29.47443,,
1480,,宋褧,大都,116.46,39.92,,
1481,,陳天錫,福寧,119.9904,26.88346,,
1483,,朱夏,金溪,116.77,27.92,,
1484,,趙巖,長沙,112.97813,28.1982,,
1486,,何約,河東,110.33231,34.83513,,
1487,,陳潤祖,烏程,120.09931,30.86496,,
1488,,楊寅,高陵,109.08048,34.53332,,
1490,,楊曲成,眉山,103.83146,30.0505,,
1492,,楊興賢,昆明,102.71035,25.04591,,
1494,,張思敬,襄陵,111.39649,36.02399,,
1495,,李天禄,上黨,113.10348,36.18354,,
1496,,趙思玄,趙州,114.77218,37.75293,,
1498,,趙許岳,永嘉,120.65322,28.01829,,
1499,,趙維誠,任縣,114.68074,37.12608,,
1501,,杜世學,慶元,119.05132,27.6142,,
1504,,張天瑞,清平,116.07657,36.75478,,
1505,,張玉相,廬陵,114.97128,27.10324,,
1508,,劉政,安陽,114.3455,36.09834,,
1511,,黄玭,嘉興,120.7532,30.76747,,
1514,,胡宗禮,平江,113.57494,28.70981,,
1522,,劉有慶,眉山,103.83146,30.0505,,
1524,,王秉彝,汲縣,114.07027,35.41038,,
1525,,完顏璧,濟南,117,36.65,,
1529,,董摶霄,磁州,114.37425,36.35904,,
1531,,陳規,奉化,121.40691,29.65166,,
1539,,周自强,新喻,114.93114,27.80408,,
1540,,周萬石,績谿,118.57,30.07,,
1541,,王原傑,崑山,120.94823,31.38611,,
1543,,陸居仁,華亭,121.22764,31.00948,,
1544,,文禮愷,遂寧,105.81228,30.19446,,
1545,,李路,上高,114.92675,28.24137,,
1546,,薛基,河東,110.33231,34.83513,,
1547,,郭景星,丹徒,119.44429,32.20649,,
1548,,石可大,汝南,114.21797,32.99333,,
1553,,張嗣成,貴溪,117.20227,28.2879,,
1555,,趙鎮遠,浮梁,117.23636,29.38274,,
1558,,李仝,豫章,115.89772,28.6749,,
1559,,歐陽南,臨江,132.51399,47.65361,,
1561,,何克明,衡山,112.85242,27.24565,,
1562,,施霖,宣城,118.7425,30.94694,,
1564,,陳野民,壺關,113.19962,36.1135,,
1566,,過奎,無錫,120.29767,31.57461,,
1567,,羅辰龍,衡山,112.85242,27.24565,,
1569,,顧儒寶,吳郡,120.61862,31.31271,,
1572,,范孝純,忻州,112.7312,38.39856,,
1573,,董真卿,鄱陽,116.66383,28.99417,,
1576,,熊良輔,南昌,115.89772,28.6749,,
1577,,俞鎮,崇德,120.41874,30.53045,,
1578,,黄常,樂平,113.6968,37.60836,,
1580,,顧文琛,檇李,120.76,30.77,,
1582,,曠口,廬陵,114.97128,27.10324,,
1583,,趙若惺,歙縣,118.43394,29.86577,,
1586,,劉世傑,北海,119.1065,36.7027,,
1587,,皮元,新淦,115.39381,27.75974,,
1589,,岑良卿,餘姚,121.15276,30.04907,,
1590,,偰玉立,高昌,89.5878,42.7987,,
1591,,蓋苗,元城,115.14652,36.27553,,
1593,,吳復,富春,119.95,30.07,,
1594,,吳復,吳江,120.63779,31.16706,,
1597,,林岡孫,莆田,119.0111,25.43395,,
1599,,祝堯,上饒,117.96489,28.45069,,
1600,,李祥,金川,102.86881,31.40469,,
1601,,周仔肩,臨海,121.1206,28.84313,,
1602,,霍希賢,東平,125.52363,42.66988,,
1603,,許瑶,樂平,113.6968,37.60836,,
1604,,裴世賢,清化,106.56029,32.03808,,
1605,,鞠志元,巴陵,113.09766,29.37126,,
1608,,蘇天爵,真定,114.56364,38.14011,,
1610,,朱德潤,崑山,120.94823,31.38611,,
1612,,楊維楨,諸暨,120.22766,29.71314,,
1615,,謝應芳,武進,119.9523,31.78278,,
1618,,吳萊,浦江,119.88368,29.45871,,
1619,,貝瓊,,120.54,30.64,,
1620,,周伯琦,鄱陽,116.66383,28.99417,,
1623,,王達,咸寧,108.93719,34.31799,,
1624,,王武,豫章,115.89772,28.6749,,
1627,,林仲節,寧德,119.51727,26.66122,,
1629,,李欽,平陰,116.44867,36.28693,,
1633,,張友諒,章丘,117.4854,36.8169,,
1641,,沈德華,松江,121.24,31,,
1642,,戴俞,西安,118.86764,28.95682,,
1646,,陸元吉,長洲,120.61862,31.31271,,
1649,,張建宏,長沙,112.97813,28.1982,,
1651,,陳霖,泰和,114.89487,26.7921,,
1652,,陳奎龍,衡州,112.59704,26.90162,,
1656,,陳剛,平陽,120.55644,27.67572,,
1665,,史駉孫,鄞縣,121.54266,29.86632,,
1666,,康璧,高唐,116.231,36.86162,,
1669,,吳寶翁,崇仁,116.06158,27.75564,,
1670,,吳昌,三山,119.3,26.08,,
1671,,俞焯,太倉,121.1,31.45,,
1674,,段循,郃陽,110.15102,35.24258,,
1675,,苗善時,金陵,118.78,32.04,,
1677,,范國?,吳縣,120.61862,31.31271,,
1678,,范文英,吳縣,120.61862,31.31271,,
1679,,皇甫祥,汴梁,114.35,34.79,,
1680,,翟思忠,下邳,117.88688,34.11826,,
1682,,方君壽,浮梁,117.23636,29.38274,,
1683,,方回孫,弋陽,117.42131,28.40188,,
1685,,王昭德,太和,115.60896,33.16544,,
1686,,張理,清江,115.39899,28.01557,,
1688,,董良弼,河内,112.92,35.08,,
1689,,王幼學,望江,116.67433,30.12354,,
1691,,周鏜,瀏陽,113.62144,28.14957,,
1692,,段天祐,蘭陽,114.81012,34.82652,,
1693,,貢師泰,宣城,118.7425,30.94694,,
1694,,李祁,茶陵,113.55217,26.80198,,
1697,,高若鳳,吉水,115.13225,27.21437,,
1698,,崔敬,惠州,114.41498,23.08979,,
1699,,趙鳳儀,汴梁,114.35,34.79,,
1700,,岑士貴,餘姚,121.15276,30.04907,,
1701,,蔡文淵,東平,125.52363,42.66988,,
1702,,張監,京口,119.44,32.2,,
1704,,張杞,山陰,112.94273,39.44044,,
1705,,劉畊孫,茶陵,113.55217,26.80198,,
1706,,羅朋,崇仁,116.06158,27.75564,,
1707,,吳當,崇仁,116.06158,27.75564,,
1708,,賈魯,高平,112.91959,35.79206,,
1709,,張本,將樂,117.45502,26.72082,,
1710,,李黼,頡州,115.81,32.89,,
1711,,韓璵,大都,116.46,39.92,,
1712,,程徐,鄞縣,121.54266,29.86632,,
1715,,林泉生,莆田,119.0111,25.43395,,
1717,,劉元,寶坻,117.30242,39.7259,,
1718,,李廉,祁門,117.70698,29.85415,,
1719,,李翼,當塗,118.48344,31.55568,,
1720,,李桓,上元,118.76899,32.05256,,
1721,,黄潛,婺州,119.64992,29.10471,,
1722,,王道亨,缑雲,112.77,34.73,,
1724,,朱文剛,天台,121.02656,29.13826,,
1729,,陶璞,秣陵,118.78,32.04,,
1730,,李晦,壺關,113.19962,36.1135,,
1732,,黄文仲,侯官,119.32158,26.07395,,
1733,,黄方子,莆田,119.0111,25.43395,,
1735,,黄向,慶元,119.05132,27.6142,,
1736,,陶鑄,河南,112.38263,34.66528,,
1738,,李珠,長沙,112.97813,28.1982,,
1739,,侯有造,晉陽,112.5121,37.709,,
1740,,李良,中山,114.56364,38.14011,,
1741,,彭宗復,瀏陽,113.62144,28.14957,,
1742,,智玉成,大名,115.13826,36.24564,,
1743,,陶惟明,益都,118.4781,36.69748,,
1744,,陶澤,諸暨,120.22766,29.71314,,
1746,,蕭應元,廬陵,114.97128,27.10324,,
1748,,吳性誼,嘉興,120.7532,30.76747,,
1751,,周仁榮,臨海,121.1206,28.84313,,
1753,,俞銳,嘉興,120.7532,30.76747,,
1754,,俞真卿,吳門,120.62,31.32,,
1757,,陳師凱,都昌,116.18919,29.27256,,
1761,,董珪,祁州,115.31509,38.41234,,
1764,,龔繼善,新城,115.98756,39.24595,,
1765,,周自强,新喻,114.93114,27.80408,,
1766,,索元岱,大名,115.13826,36.24564,,
1768,,楊敬德,臨海,121.1206,28.84313,,
1769,,胡一中,諸暨,120.22766,29.71314,,
1770,,董時乂,德興,117.58012,28.95341,,
1772,,李興祖,南昌縣,115.89,28.68,,
1773,,湯勉,鄱陽,116.66383,28.99417,,
1774,,馬承天,濟源,112.58267,35.09244,,
1780,,許元長,定襄,112.94377,38.49269,,
1781,,康瑞,龍泉,119.12091,28.08256,,
1784,,馮元,遂寧,105.81228,30.19446,,
1785,,班惟志,汴梁,114.35,34.79,,
1786,,史文彬,丹陽,119.56986,31.9958,,
1787,,湯源,湘鄉,112.51875,27.73725,,
1788,,曾翰,永豐,118.19136,28.43847,,
1789,,曾策,茶陵,113.55217,26.80198,,
1794,,焦榮祖,長山,117.86491,36.88238,,
1799,,鄒楫,永豐,118.19136,28.43847,,
1802,,劉希孟,廬陵,114.97128,27.10324,,
1804,,璩次淵,饒州,116.66383,28.99417,,
1807,,釋大顒,渤海,118.1031,37.4769,,
1808,,鄭玉,歙縣,118.43394,29.86577,,
1809,,史伯璿,平陽,120.55644,27.67572,,
1810,,朱升,休寧,118.17577,29.78119,,
1811,,吳炳,汴梁,114.35,34.79,,
1812,,簡正理,新喻,114.93114,27.80408,,
1814,,李燾,會同,109.71355,26.86149,,
1815,,李文仲,長洲,120.61862,31.31271,,
1821,,曾煒,永豐,118.19136,28.43847,,
1824,,賀據德,清源,112.509,37.55718,,
1826,,周南,常熟,120.73379,31.64658,,
1828,,李從鼎,雁門,112.9587,39.0599,,
1829,,李惟馨,潞州,113.10349,36.18354,,
1830,,倪瓚,無錫,120.29767,31.57461,,
1835,,張時髦,壺關,113.19962,36.1135,,
1838,,薛祐從,定襄,112.94377,38.49269,,
1840,,戴焴,婺源,117.84459,29.24473,,
1841,,謝應木,武陵,111.6913,29.03481,,
1842,,賈垕,安肅,115.65739,39.01944,,
1843,,姚疇,浮梁,117.23636,29.38274,,
1844,,沈芑仁,長沙,112.97813,28.1982,,
1845,,汪松壽,休寧,118.17577,29.78119,,
1846,,季仁壽,龍泉,119.12091,28.08256,,
1847,,沈右,吳郡,120.61862,31.31271,,
1848,,秦瑛,邳州,117.87732,34.11921,,
1849,,姚熙载,衢州,118.86765,28.95682,,
1851,,劉之美,鄒縣,116.96727,35.40276,,
1852,,龔端禮,嘉興,120.7532,30.76747,,
1857,,顏堯焕,吳縣,120.61862,31.31271,,
1859,,吳師尹,永新,114.23687,26.94556,,
1865,,張臨（,鄒平,117.72535,36.8847,,
1866,,王貞,唐縣,114.96915,38.74149,,
1868,,陳謨,泰和,114.89487,26.7921,,
1870,,釋應深,長溪,119.9904,26.88346,,
1873,,林同生,永福,118.9341,25.86762,,
1874,,林以順,莆田,119.0111,25.43395,,
1875,,郭思貞,河中,110.42,34.88,,
1876,,包希魯,進賢,116.25907,28.36448,,
1877,,白處善,澤州,112.83916,35.50432,,
1880,,邢以忠,武寧,115.09958,29.27749,,
1881,,方桂（,高郵,119.43733,32.79071,,
1883,,胡祖賓,鉅野,116.08871,35.39621,,
1887,,王諒,寧陵,115.31537,34.44598,,
1888,,王澤,富春,119.95,30.07,,
1889,,王儀,新安,115.92821,38.92518,,
1891,,吳禮,休寧,118.17577,29.78119,,
1893,,吳桂發,句容,119.16274,31.94654,,
1896,,段彝,郃陽,110.15102,35.24258,,
1898,,俞彭年,銅陵,117.7875,30.95385,,
1900,,王昇,昆明,102.71035,25.04591,,
1901,,張仲仁,開封,114.34333,34.78548,,
1903,,烏古孫良楨,大名,115.13826,36.24564,,
1905,,林興祖,羅源,119.54493,26.49091,,
1906,,劉澤,齊河,116.77944,36.70007,,
1907,,黄雷孫,興寧,113.40067,25.96988,,
1908,,李齊,蒲陰,115.31509,38.41234,,
1909,,吳裕,金溪,116.77,27.92,,
1910,,李好文,東明,115.08884,35.29849,,
1911,,張以寧,古田,118.7849,26.60171,,
1913,,陳良弼,寧國,118.97754,30.61997,,
1917,,釋廷俊,鄱陽,116.66383,28.99417,,
1920,,李翼,當涂,118.49,31.55,,
1923,,翁傳心,慈谿,121.23,30.18,,
1927,,李文焕,豐州,107.9624,40.93678,,
1928,,蔣易,建陽,118.10537,27.33988,,
1930,,黄玠,慈谿,121.23,30.18,,
1933,,柯芝,瑞州,115.37228,28.4256,,
1935,,胡榮祖,吉水,115.13225,27.21437,,
1941,,劉榘,永新,114.23687,26.94556,,
1942,,釋大同,上虞,120.97359,29.95265,,
1944,,張翥,Q曰寧,111.5,36.08,,
1945,,錢宰,會稽,120.57826,30.00452,,
1947,,董復禮,奉化,121.40691,29.65166,,
1948,,葉儀,金華,119.64992,29.10471,,
1950,,張繼祖,洛陽,112.38263,34.66528,,
1951,,孔瀛,衢州,118.86765,28.95682,,
1952,,聶炳,江夏,114.30666,30.57367,,
1953,,倪士毅,休寧,118.17577,29.78119,,
1954,,姚璉,歙縣,118.43394,29.86577,,
1955,,王寔,錫山,120.29,31.59,,
1956,,余闕,廬州,117.27646,31.86446,,
1957,,王毅,龍泉,119.12091,28.08256,,
1958,,傅若金,新喻,114.93114,27.80408,,
1959,,魯貞,開化,118.40488,29.14485,,
1960,,梁寅,新喻,114.93114,27.80408,,
1962,,宋訥,白馬,107.9,36,,
1964,,陳基,臨海,121.1206,28.84313,,
1965,,朱右,臨海,121.1206,28.84313,,
1967,,潘迪,元城,115.14652,36.27553,,
1971,,缑勵,河内,112.92,35.08,,
1974,,劉君佐,建安,118.32378,27.03886,,
1975,,陽恪,巴川,106.21226,29.86247,,
1976,,周文英,常熟,120.73379,31.64658,,
1978,,張周榦,真定,114.56364,38.14011,,
1979,,楊彝,錢塘,120.16862,30.29412,,
1983,,楊森,華陰,110.08936,34.56831,,
1984,,楊志善,華陽,104.078,30.65038,,
1985,,劉貢珍,廬陵,114.97128,27.10324,,
1987,,劉尚質,曲沃,111.47002,35.64129,,
1989,,葉載采,台州,121.1206,28.84313,,
1990,,青陽翼,丹徒,119.44429,32.20649,,
1991,,葉森,錢塘,120.16862,30.29412,,
1992,,耶律淵,長壽,112.58926,31.16983,,
1993,,高明,瑞安,120.63069,27.79051,,
1994,,歸暘,汴梁,114.35,34.79,,
1995,,鄭倫,安仁,116.90326,28.40443,,
1996,,俞和,錢塘,120.16862,30.29412,,
1997,,潘澤民,嘉興,120.7532,30.76747,,
1998,,徐德祖,青田,120.28816,28.14388,,
1999,,朱彬,新城,115.98756,39.24595,,
2000,,羅謙,穰縣,112.08096,32.68483,,
2001,,周聞孫,吉水,115.13225,27.21437,,
2002,,胡翰,金華,119.64992,29.10471,,
2004,,俞遠,江陰,120.26609,31.90877,,
2008,,王順孫,瑞安,120.63069,27.79051,,
2009,,趙德,豫章,115.89772,28.6749,,
2012,,趙璉,襄城,113.47237,33.85369,,
2014,,趙存義,秦州,105.71696,34.58547,,
2015,,趙俶,紹興,120.58,30.01,,
2016,,柯九思,仙居,120.73346,28.85221,,
2018,,方德麟,桐江,119.64,29.8,,
2021,,蕭憲孫,太和,115.60896,33.16544,,
2023,,許有孚,湯陰,114.35,35.92,,
2024,,沈夢麟,歸安,120.09931,30.86496,,
2025,,張域,大梁,114.35,34.79,,
2027,,王睿,鄧州,112.08096,32.68483,,
2029,,郭敬,濟源,112.58267,35.09244,,
2032,,李義,武鄉,112.91627,36.82682,,
2036,,關思義,新樂,114.7876,38.39504,,
2037,,熊復,澧城,111.75,29.65,,
2038,,釋壽寧,永嘉,120.65322,28.01829,,
2039,,陳謙,吳郡,120.61862,31.31271,,
2040,,李撝．,臨汾,111.51543,36.07804,,
2041,,宋禧,餘姚,121.15276,30.04907,,
2042,,釋惟則,永新,114.23687,26.94556,,
2044,,趙時敏,睢州,115.06597,34.4305,,
2049,,程益,章邱,117.46158,36.75417,,
2050,,楊宗瑞,醴陵,113.4941,27.66852,,
2051,,楊升雲,太和,115.60896,33.16544,,
2053,,楊倬,濟陽,117.21024,36.97194,,
2055,,張兑,慈利,111.12171,29.42634,,
2056,,孔暘,平陽,120.55644,27.67572,,
2059,,王充耘,吉水,115.13225,27.21437,,
2060,,揭汯,豐城,115.78578,28.19775,,
2061,,汪克寬,祁門,117.70698,29.85415,,
2063,,盧琦,惠安,118.80282,25.02208,,
2064,,汪文璟,常山,118.50266,28.90373,,
2066,,魏元裕,臨邛,103.45682,30.41659,,
2067,,劉復亨,厭次,117.64689,37.29529,,
2083,,徐驥,當陽,111.78712,30.83151,,
2086,,胡深,龍泉,119.12091,28.08256,,
2087,,胡祖廣,鉅野,116.08871,35.39621,,
2096,,姚紱,陝州,111.15139,34.7918,,
2097,,董僎,鄱陽,116.66383,28.99417,,
2098,,董守中,莘縣,115.66508,36.23671,,
2105,,陳宗義,洛陽,112.38263,34.66528,,
2106,,陳椿,天台,121.02656,29.13826,,
2109,,馮餘學,西河,111.77903,37.2634,,
2111,,傅行簡,臨江,132.51399,47.65361,,
2112,,傅貴全,鄱陽,116.66383,28.99417,,
2113,,賀禄,澤州,112.83916,35.50432,,
2116,,李惟彦,齊東,117.62292,36.99135,,
2119,,譚糙,洛陽,112.38263,34.66528,,
2121,,張引,歷城,117.00149,36.65013,,
2124,,葛復振,蠡縣,115.5747,38.49006,,
2126,,郭孝基,曹州,115.44413,35.25025,,
2128,,李敬仁,昆明,102.71035,25.04591,,
2131,,葉現,,119.92,28.45,,
2132,,羅允澄,羅田,115.3904,30.79035,,
2140,,洪師中,鄱陽,116.66383,28.99417,,
2141,,王行簡,金閻,120.62,31.32,,
2142,,周汝霖,魚臺,116.46536,34.9368,,
2143,,周積翁,上饒,117.96489,28.45069,,
2145,,傅定保,莆田,119.0111,25.43395,,
2146,,程栗,新安,115.92821,38.92518,,
2149,,迺賢,鄞縣,121.54266,29.86632,,
2150,,顧瑛,崑山,120.94823,31.38611,,
2151,,馬晉,扶風,107.86849,34.36182,,
2152,,馮勉,建德,117.03459,30.12419,,
2153,,劉讓,桐城,116.93861,31.05228,,
2154,,楊俊民,真定,114.56364,38.14011,,
2155,,郭性存,諸暨,120.22766,29.71314,,
